finOrg_id,name,country_code,region,investment_rounds,invested_companies,milestones,relationships,years_invested
6870,AIRFI,unknown,unknown,1,1,0,0,0.0
6871,CIC Finance,unknown,unknown,1,1,0,0,0.0
6874,"Casmar Capital Partners, LLC",unknown,unknown,1,1,0,0,0.0
6875,Mora̼n Investments,unknown,unknown,1,1,0,0,0.0
6876,Endless,GBR,Leeds,1,1,1,0,0.0
6877,Hastings Equity Partners,USA,Boston,2,2,0,2,2.91
6878,Admiralty Partners,unknown,unknown,1,1,0,0,0.0
688,Lacuna LLC,USA,Denver,4,2,0,1,2.96
6888,Monroe Capital,USA,Chicago,4,4,2,6,1.59
689,Blackfin Technology,USA,Boise,2,2,0,2,0.5
6891,TIIN Capital,NLD,unknown,2,2,0,0,2.62
6892,Amalgamated Capital,USA,New York,1,1,0,0,0.0
6893,Fennia Group,FIN,unknown,1,1,0,0,0.0
6894,EM Group,unknown,unknown,1,1,0,0,0.0
6895,Equitas Capital Advisors,USA,New Orleans,1,1,0,0,0.0
6898,Cleantech Ventures,AUS,Docklands,1,1,1,3,0.0
6899,SIMAC Capital,unknown,unknown,1,1,0,0,0.0
69,GrowthWorks Capital,CAN,Vancouver,46,30,0,25,8.34
690,Adobe Ventures,USA,SF Bay,13,10,0,16,6.65
6900,Get2Volume,SGP,Singapore,3,3,0,0,2.63
6903,Finance for Business North East Creative Content Fund,unknown,unknown,1,1,0,0,0.0
6904,Northern Film and Media and Northstar Ventures,unknown,unknown,1,1,0,0,0.0
6906,Citrix Startup Accelerator,USA,SF Bay,6,6,2,3,2.04
6909,Next Wave Partners,GBR,London,1,1,1,1,0.0
691,Granite Ventures,USA,SF Bay,87,48,4,15,8.88
6911,Cinco Capital,DEU,Hamburg,1,1,0,1,0.0
6912,Northstar Ventures,GBR,Newcastle,22,19,0,22,2.6
6913,J.P. Morgan,unknown,unknown,6,6,2,46,2.19
6914,Venturelab,GBR,Leeds,1,1,0,0,0.0
6915,Auctus Private Equity Fund,USA,Boston,1,1,0,0,0.0
6917,ARC Angel Fund,USA,New York,9,9,4,7,2.13
6918,Hatteras Funds,USA,Raleigh-Durham,5,4,0,2,2.42
6919,Main Street Capital,USA,Houston,4,4,0,0,1.13
6927,Berkshire Partners,USA,Boston,2,2,1,10,0.24
6928,Ilmarinen Mutual Pension Insurance Company,unknown,unknown,1,1,0,0,0.0
6930,Altamont Capital Partners,USA,SF Bay,2,2,2,1,0.39
6931,New Hill,GBR,London,1,1,0,0,0.0
6932,Royal Society Enterprise Fund,GBR,London,1,1,0,0,0.0
6934,TA Venture,UKR,Kyiv,11,10,1,3,1.79
694,Navigation Capital,USA,Atlanta,2,2,0,0,9.78
6940,Start Fund,unknown,unknown,49,48,2,5,2.84
6944,Deutsche Beteiligungs,DEU,Frankfurt,2,2,0,0,0.41
6946,Foresight Ventures,RUS,Moscow,4,3,0,4,1.09
695,Lead Dog Ventures,USA,Boston,3,3,0,1,7.58
6950,Morado Venture Partners,USA,SF Bay,24,22,0,3,3.01
6951,Lonsdale Capital Partners,GBR,London,1,1,0,0,0.0
6956,PortfoLion,HUN,Budapest,2,2,1,1,0.71
696,Northzone,SWE,Stockholm,42,32,2,14,8.62
6960,BioNet Holding,DEU,Martinsried,1,1,0,0,0.0
697,East Coast Angels,USA,unknown,1,1,0,0,0.0
6970,Faering Capital,unknown,unknown,1,1,0,0,0.0
6972,Finext Startup,HUN,Budapest,1,1,0,0,0.0
6973,Start-Up Chile,CHL,Santiago,29,29,2,21,2.42
6975,RONAholdings,unknown,unknown,2,1,0,0,1.83
6976,BioGenerator,USA,Saint Louis,19,18,0,21,8.38
698,ORIX Venture Finance,USA,Dallas,13,13,0,6,7.15
6982,NewSmith Capital,GBR,London,1,1,0,1,0.0
6983,Duet Asset Management,GBR,London,1,1,0,0,0.0
6984,Ripplewood Holdings,unknown,unknown,1,1,0,2,0.0
6987,Oltre Venture,ITA,Milano,1,1,0,0,0.0
6988,Fondazione Paideia,ITA,Torino,1,1,0,0,0.0
6989,UBI Banca,ITA,Bergamo,1,1,0,0,0.0
699,Pyramid Technology Ventures,USA,SF Bay,2,2,0,2,0.42
6990,Fondazione CRT e PhiTrust,unknown,unknown,1,1,0,0,0.0
6991,European Investment Fund,LUX,Luxembourg,1,1,0,2,0.0
6992,Aavishkaar Venture Management services,IND,Mumbai,2,2,0,4,2.56
6993,United Prototype Ventures,unknown,unknown,2,2,0,0,0.1
6994,internet24,DEU,Dresden,1,1,0,0,0.0
6996,Stream Global,SGP,Singapore,1,1,0,0,0.0
6997,Ignition Venture Management,USA,Seattle,3,2,0,1,2.55
6998,The Raine Group,USA,New York,6,6,1,0,1.86
7,Charles River Ventures,USA,Boston,223,150,0,31,12.71
70,BDC Venture Capital,CAN,Montreal,163,121,7,48,9.78
700,Forrest Binkley and Brown,USA,Los Angeles,3,2,0,6,7.79
7003,KfW SME Bank,unknown,unknown,1,1,0,0,0.0
7007,Provincia Autonoma di Trento (Italy),ITA,Trento,1,1,0,0,0.0
701,Vanguard Ventures,USA,SF Bay,16,12,0,10,12.61
7011,Trindade Investimentos,BRA,Sao Paulo,5,4,3,3,1.42
7013,Synergex Ventures,unknown,unknown,1,1,0,0,0.0
7014,GRA Venture Fund,USA,Atlanta,6,5,0,0,2.76
7015,Mentor Fund,ROM,Bucharest,1,1,0,0,0.0
7017,I2A Fund,unknown,unknown,20,13,1,10,6.47
7019,Tekton Ventures,USA,SF Bay,14,12,2,1,4.5
702,Tredegar Investments,USA,SF Bay,3,2,0,1,7.29
7022,Legacy Life Sciences,unknown,unknown,1,1,0,0,0.0
7024,Asset Management Partners,CHE,Baar-Zug,1,1,0,0,0.0
7025,H.I.G. Capital,USA,Miami,3,3,1,8,1.36
7026,Sirius Venture Partners,DEU,Wiesbaden,1,1,0,2,0.0
7027,Astutia Ventures,DEU,Munich,4,3,0,0,5.08
7029,LaunchHouse,USA,Cleveland,1,1,0,2,0.0
703,Times Mirror Company,USA,unknown,2,1,0,2,0.5
7030,Blue Bright Ventures,unknown,unknown,1,1,0,0,0.0
7031,SB Ventures,IND,unknown,1,1,0,0,0.0
7032,Gothic Ventures,unknown,unknown,1,1,0,0,0.0
7033,Prova Investments,unknown,unknown,1,1,0,0,0.0
7036,Walnut Venture Associates,unknown,unknown,4,4,0,26,1.79
7037,Angel Investor Forum,USA,Bristol,3,3,0,1,2.3
7039,Ministry of Science and Innovation,NZL,Wellington,2,2,0,0,0.53
704,Phillips Smith Specialty Group,USA,Dallas,2,1,0,0,0.5
7040,Hybrid Capital,unknown,unknown,1,1,0,0,0.0
7042,Company X Media,unknown,unknown,1,1,0,1,0.0
7043,BlackLex,CHE,Zug,1,1,0,3,0.0
7044,Gilder Cremers Fund L.P.,unknown,unknown,1,1,0,0,0.0
7046,London Venture Partners,GBR,London,4,4,2,4,2.11
7048,Odeon Venture Capital AG,DEU,Potsdam,1,1,0,0,0.0
7050,London Development Agency (LDA),unknown,unknown,1,1,0,0,0.0
7051,ISIS Equity Partners,GBR,London,7,7,1,2,2.45
7052,Arborview Capital,USA,Washington DC,1,1,0,0,0.0
7054,Initial Capital,GBR,London,8,8,4,2,2.76
7057,Merck Capital Ventures,unknown,unknown,2,2,0,1,0.0
706,Dynafund Ventures,USA,Los Angeles,6,4,0,1,9.43
7062,Invercaria,ESP,Sevilla,2,2,0,0,0.99
7065,First Alliance & Capital Invest,unknown,unknown,1,1,0,0,0.0
7066,Manatuck Hill Partners,USA,unknown,1,1,0,0,0.0
707,Moore Capital,unknown,unknown,2,1,0,5,0.5
7070,Forum International Equity Fund Ltd,unknown,unknown,1,1,0,0,0.0
7071,EM-MEDIA,GBR,Nottingham,1,1,0,0,0.0
7075,Osage University Partners,USA,Bala Cynwyd,31,26,2,9,5.23
7076,LionRock Capital (Hong Kong),HKG,Wanchai,3,3,0,0,1.07
7079,HTGF,unknown,unknown,9,9,0,0,2.55
708,NetWorth Partners,USA,San Diego,1,1,0,0,0.0
7085,M̩rieux D̩veloppement,unknown,unknown,1,1,0,0,0.0
7086,Black Coral Capital,USA,Boston,9,6,2,4,2.4
709,Kegonsa Capital Partners,USA,unknown,6,5,0,0,5.72
7090,Far West Capital,USA,Austin,1,1,0,2,0.0
7095,Venture51,USA,Phoenix,30,28,2,7,3.43
7098,San Joaquin Angels,USA,Stockton,1,1,0,1,0.0
71,Ventures West,CAN,Vancouver,29,22,0,18,8.19
710,Clyde Street Investments,USA,unknown,1,1,0,0,0.0
7100,Barron Partners,USA,New York,1,1,0,2,0.0
7107,ROTH Capital Partners,USA,Los Angeles,2,2,0,4,0.27
7108,Old College Capital,unknown,unknown,1,1,0,0,0.0
711,Cedar Fund,ISR,Herzelia,43,29,0,12,8.79
7112,White Birch Capital,USA,Cranford,1,1,0,0,0.0
7116,Amalfi Capital,CHN,Shanghai,1,1,0,1,0.0
712,Northgate Capital,USA,SF Bay,44,35,0,41,5.94
7122,Seed Capital PT,PRT,Lisboa,1,1,0,0,0.0
7124,Collaborative Fund,USA,New York,21,20,3,9,2.66
7125,StartupAngel,USA,Naples,5,5,0,3,1.52
7126,Theoria Capital,unknown,unknown,1,1,0,0,0.0
7131,ABB Technology Ventures,unknown,unknown,4,4,0,2,2.03
7138,CR&P Holding,unknown,unknown,1,1,0,0,0.0
7139,Swallow Point Ventures,unknown,unknown,1,1,0,0,0.0
7140,Pittsburgh Equity Partners,USA,Pittsburg,3,3,0,2,1.08
7141,Woodland Partners,USA,Boston,1,1,0,0,0.0
7142,Smithfield Trust,USA,Pittsburg,2,2,0,0,2.51
7144,Cantabria Capital,unknown,unknown,2,2,0,0,1.03
7145,Harmony Partners,USA,SF Bay,6,6,0,0,2.55
7150,Sophia ApS,unknown,unknown,1,1,0,0,0.0
7151,RenaissanceRe,unknown,unknown,1,1,0,1,0.0
7152,Travelers Insurance,unknown,unknown,1,1,0,4,0.0
7156,Goldrock Capital,unknown,unknown,1,1,2,1,0.0
7158,Canal Partners,USA,Phoenix,2,2,2,4,2.37
716,Highway 12 Ventures,USA,Boise,33,21,3,12,8.51
7160,Wilbanks Smith & Thomas,USA,Norfolk,1,1,0,0,0.0
7168,TEEC Angel Fund,USA,SF Bay,11,11,3,6,1.58
717,Pond Ventures,USA,SF Bay,22,11,0,8,6.84
7172,FW Capital,GBR,Liverpool,1,1,0,1,0.0
7173,Aquillian Investments,USA,SF Bay,1,1,0,3,0.0
7176,White Owl Capital,DEU,Berlin,2,2,3,1,0.04
7177,Otter Capital,USA,SF Bay,1,1,0,1,0.0
7179,Marco Bicocchi Pichi,unknown,unknown,1,1,0,0,0.0
7182,The North West Fund,GBR,Warrington,51,48,0,10,2.61
7187,"Point B Capital, LLC",USA,Seattle,5,5,0,1,2.63
7188,Anchorage Angels,unknown,unknown,1,1,0,0,0.0
719,Nexus Venture Partners,IND,Mumbai,66,43,3,15,6.95
7190,Red Barn Investments,USA,Chicago,2,2,0,0,1.63
7191,North Sky Capital,USA,Minneapolis,3,3,0,0,2.45
7194,Rivers Capital Partners,GBR,Newcastle,6,4,0,4,2.41
7195,York Angel Investors,CAN,Vaughan,1,1,0,0,0.0
7199,Safir Capital,unknown,unknown,1,1,0,0,0.0
72,Anthem Venture Partners,USA,Los Angeles,42,29,0,5,8.77
7200,Steel Pier Capital Advisors,USA,New York,1,1,0,0,0.0
7208,Kii Capital,USA,SF Bay,6,5,0,4,1.11
7209,Atlanta Technology Angels,unknown,unknown,5,5,0,0,2.56
7211,Bohemian Venture,unknown,unknown,2,1,0,0,1.35
7216,Passion Capital,GBR,London,23,16,2,5,2.51
7221,Finance for Business North East Proof of Concept Fund,unknown,unknown,2,2,0,0,2.06
7222,Cass Entrepreneurship Fund,GBR,London,1,1,0,0,0.0
7223,Vocap Ventures,USA,New York,8,8,1,4,2.66
7225,Anduin Capital,USA,SF Bay,3,3,0,0,0.34
7226,Deep Creek Capital,USA,New York,3,3,0,1,1.33
7228,Twin Capital / Stuart Larkins,unknown,unknown,1,1,0,0,0.0
7231,Convergence Partners Investment,ZAF,Johannesburg,1,1,0,0,0.0
7234,137 Ventures,USA,SF Bay,14,12,2,7,2.0
7237,Huda Associates,GBR,London,1,1,0,0,0.0
7238,Inflexion Private Equity,GBR,London,2,2,1,0,0.33
724,Silicon Alley Venture Partners,USA,New York,7,7,0,1,9.59
7240,Jarr Capital (Jarrod Yuster),unknown,unknown,1,1,0,0,0.0
7245,New Mountain Capital,USA,New York,1,1,2,7,0.0
725,Stonehenge Capital,USA,New York,12,10,0,38,11.03
7253,Augmentum Capital,GBR,London,5,4,4,1,2.53
7256,FMA,unknown,unknown,1,1,0,0,0.0
7258,Gaja Capital,IND,India - Other,1,1,0,1,0.0
7262,Hangzhou Binjiang Investment Holding,unknown,unknown,1,1,0,0,0.0
7263,Ingleside Investors,USA,New York,1,1,0,0,0.0
7264,Zurmont Madison Private Equity,CHE,Zurich,1,1,1,0,0.0
7265,Berg Enterprises,unknown,unknown,1,1,0,0,0.0
728,Harbinger Ventures,USA,SF Bay,14,10,1,14,7.52
7280,Rogers Ventures,CAN,Toronto,6,6,0,0,1.63
7284,Energy Technology Ventures,unknown,unknown,11,10,1,0,2.51
7285,EnCap Energy Infrastructure Fund,unknown,unknown,1,1,0,0,0.0
7288,Crocker Ventures,USA,Salt Lake City,2,2,0,1,1.63
7289,TPG-Axon Capital,USA,New York,1,1,0,1,0.0
729,WR Hambrecht,USA,SF Bay,3,3,0,3,2.09
7290,WT Investmen,unknown,unknown,1,1,0,0,0.0
7291,WT Investment Advisors Fund,unknown,unknown,1,1,0,0,0.0
7292,Credit Suisse First Boston Next Fund,unknown,unknown,3,2,0,15,1.9
73,Trident Capital,USA,SF Bay,102,64,5,22,12.98
730,Merus Capital,USA,SF Bay,15,11,0,7,5.82
7300,ArpexCapital,unknown,unknown,4,4,0,0,2.61
7301,Ariel Savannah Angel Partners,unknown,unknown,1,1,0,1,0.0
7303,2B Angels,unknown,unknown,7,5,0,2,2.63
7304,PLUS Ventures,ISR,Ramat Gan,15,12,2,3,2.63
7306,Stochasto Holdings,NOR,Norway - Other,1,1,0,0,0.0
7307,Four Directions Holdings,unknown,unknown,1,1,0,3,0.0
7312,Veronis Suhler Stevenson,USA,New York,3,3,0,6,3.2
7313,SilverHaze Partners,USA,Washington DC,1,1,2,0,0.0
7315,VFormation,USA,SF Bay,1,1,0,0,0.0
7320,Outpoint Capital Management,USA,New York,1,1,0,0,0.0
7321,Intera Partners,FIN,Helsinki,1,1,0,3,0.0
7323,New Wave Ventures,GBR,London,4,4,0,3,1.66
7324,Minerva Business Angel Network,GBR,Coventry,3,3,0,0,2.6
7325,Nations Advisory Partners,USA,Los Angeles,1,1,0,1,0.0
7326,A Squared Capital Partners,unknown,unknown,2,2,0,2,0.75
7327,Silas Capital,USA,New York,1,1,1,8,0.0
733,New Atlantic Ventures,USA,Washington DC,59,39,0,11,11.43
7331,JANVEST Technologies LP,ISR,Ramat Hasharon,8,8,0,0,2.11
7337,Fireman Capital Partners,USA,Boston,1,1,0,1,0.0
7338,Razorback Capital,USA,Kansas City,2,2,0,0,1.25
734,The Grosvenor Funds,USA,Washington DC,11,9,0,4,7.2
7343,Stingray Digital,CAN,Montreal,2,1,2,3,1.22
7344,William Blair,USA,Chicago,1,1,0,13,0.0
7345,BridgeHampton Capital,unknown,unknown,1,1,0,0,0.0
7346,Unterberg Capital,USA,New York,1,1,0,1,0.0
7348,MAD Ventures,unknown,unknown,1,1,0,0,0.0
7349,Palos Capital,unknown,unknown,1,1,0,0,0.0
7357,BELLE Capital,USA,Michigan - Other,1,1,0,6,0.0
7358,State of Michigan Pre-Seed Fund,unknown,unknown,1,1,0,0,0.0
7359,Boulas Ventures,FRA,Paris,1,1,0,0,0.0
7360,Seed4Soft,FRA,Paris,1,1,0,0,0.0
737,SoftTech VC,USA,SF Bay,145,111,1,7,6.88
7371,NES Partners,DNK,DNK,1,1,0,0,0.0
7372,Trestle Ventures,unknown,unknown,2,2,0,0,1.24
7373,Meridian Venture Partners,GBR,London,2,2,2,2,0.84
7375,National Institutes of Health,USA,Washington DC,17,12,0,20,6.67
7376,Sageview Capital,USA,SF Bay,2,2,0,5,2.46
7379,ActoMezz,FRA,Paris,1,1,0,0,0.0
7380,IDI Group,FRA,France - Other,1,1,0,0,0.0
7381,Palamon Capital Partners,GBR,London,1,1,0,5,0.0
739,Gunderson Dettmer,USA,SF Bay,6,6,0,7,7.76
7390,Deming Center Venture Fund,unknown,unknown,2,2,1,3,2.81
7393,Lumira Capital,CAN,Toronto,7,6,1,4,2.23
7394,Diamond Ridge Ventures,USA,Los Angeles,1,1,0,0,0.0
7395,Norrlandsfonden,SWE,Lulea,3,3,0,0,2.11
7396,Caterpillar Financial,unknown,unknown,1,1,0,0,0.0
7397,CapitalSource,USA,Los Angeles,2,2,0,9,0.17
7398,The Contrarian Group,USA,Los Angeles,3,3,0,0,2.78
7399,Sumitomo Corporation Equity Asia,HKG,Hong Kong,1,1,0,1,0.0
74,True Ventures,USA,SF Bay,221,139,0,13,8.64
740,Fortis,USA,New York,2,2,0,3,5.74
7402,Druid BioVentures,unknown,unknown,2,1,0,0,1.6
7403,PathoCapital,unknown,unknown,2,1,0,0,1.6
7404,Takeda Ventures,USA,SF Bay,8,8,0,0,7.82
7405,Bright Capital,RUS,Moscow,16,13,2,14,1.89
7407,JH Partners,USA,SF Bay,2,2,0,1,1.45
7409,Fidelity Growth Partners India,MUS,Port Louis,4,3,3,0,0.94
741,DFJ Portage Ventures,USA,Chicago,10,9,0,6,6.78
742,Pritzker Group Venture Capital,USA,Chicago,74,59,0,15,8.34
7429,Aurus,CHL,Vitacura,7,6,2,9,2.88
7430,Romulus Capital,unknown,unknown,8,6,0,2,2.01
7436,Greylock Partners Israel,ISR,Herzliya,8,6,0,0,2.56
7439,Juvo Capital,USA,Los Angeles,1,1,0,2,0.0
744,Oak Hill Capital Partners,USA,New York,9,9,1,21,8.27
7440,Quotidian Ventures,USA,New York,60,51,0,6,3.73
7444,Ridgemont Equity Partners,USA,Charlotte,3,3,0,0,1.89
7445,Nedermaas Hightech Ventures,unknown,unknown,1,1,0,0,0.0
7446,Disruptive Capital Finance,GBR,London,3,3,0,3,2.45
7447,NFQ Ventures,CAN,Toronto,2,1,0,0,1.54
745,Foundry Group,USA,Denver,119,69,3,16,6.01
746,Clarium Capital,USA,New York,3,3,3,8,2.64
7460,Inspiration Ventures,USA,SF Bay,6,5,2,0,2.42
7461,NVInvestments,unknown,unknown,1,1,0,0,0.0
7463,Ocean Group,USA,New York,4,4,2,2,1.34
7465,Fondation d'Aide aux Entreprises,unknown,unknown,1,1,0,0,0.0
7466,IPV Capital,CHN,Shanghai,3,3,0,2,1.14
7467,Core VC,USA,Los Angeles,1,1,0,1,0.0
7468,DFJ VinaCapital,VNM,Ho Chi Minh City,1,1,1,0,0.0
7471,Catapult Benture Managers,unknown,unknown,1,1,0,0,0.0
7472,Growlab Ventures,CAN,Vancouver,20,18,1,9,1.92
748,Fuse Capital,USA,SF Bay,27,19,2,8,5.84
7489,Themelios Ventures,USA,Tuxedo Park,3,3,0,0,2.32
749,Baring Vostok Capital Partners,RUS,Moscow,7,5,3,1,12.69
7491,Mitsui Global Investment,USA,New York,17,14,0,0,2.17
7492,Broadline Capital,CHN,Shanghai,1,1,0,0,0.0
7493,Teakwood Capital,USA,Dallas,2,2,0,1,0.1
7494,"Promelys Participations SA, Sigma Gestion",unknown,unknown,1,1,0,0,0.0
7499,Centurion Venture Partners,USA,New York,1,1,0,0,0.0
75,Radar Partners,USA,SF Bay,19,13,0,4,8.16
750,European Bank for Reconstruction and Development (EBRD),GBR,London,4,4,1,6,5.65
7500,Austral Capital,USA,SF Bay,3,2,0,3,0.99
7504,Embarcadero Ventures,unknown,unknown,10,9,1,2,1.7
7505,The Social+Capital Partnership,USA,SF Bay,56,49,1,10,3.11
7506,Mojo Concept International Inc,unknown,unknown,1,1,0,0,0.0
7509,Lough Shore Investments,GBR,Belfast,3,3,3,0,0.75
751,Carrington Equity,DEU,Munich,1,1,0,0,0.0
7511,Kayne Anderson Mezzanine Partners,unknown,unknown,1,1,0,0,0.0
7512,Fulcrum Equity Partners,USA,Atlanta,5,5,0,2,2.2
7513,TGap Ventures,USA,Kalamazoo,2,2,0,0,2.4
7515,Newion Investments,NLD,Nijehaske,10,10,0,10,10.97
7518,Peterson Partners,USA,Salt Lake City,2,2,1,0,0.79
752,Ammer!Partners,DEU,Hamburg,1,1,0,0,0.0
7522,Day2 Ventures,unknown,unknown,1,1,0,3,0.0
7523,TTV Capital,USA,Atlanta,7,7,0,1,2.45
7524,Northbrooks Investments,unknown,unknown,1,1,0,0,0.0
7527,Webb Investment Network,unknown,unknown,70,51,2,5,3.51
753,Geitner Investment,USA,unknown,1,1,0,0,0.0
7532,Kinnevik,SWE,Stockholm,8,7,1,3,2.5
7533,MI Ventures,USA,New York,9,8,0,4,2.29
7537,INKEF Capital,NLD,Netherlands - Other,1,1,0,0,0.0
754,Persistency Capital,USA,New York,1,1,0,0,0.0
7540,Nestors Financial,unknown,unknown,1,1,0,0,0.0
7543,KM Capital Partners,CHE,Yverdon-les-Bains,1,1,0,0,0.0
7544,Critical Ventures,PRT,Coimbra,1,1,0,3,0.0
7545,ASK Capital,unknown,unknown,1,1,0,0,0.0
755,"Gund Investment, LLC",USA,Princeton,5,3,0,1,6.92
7553,88 Green Ventures,AUS,Melbourne,3,1,0,0,2.35
7554,Vision Ridge Partners,unknown,unknown,8,5,0,0,2.44
7556,Old Willow Partners,USA,Chicago,3,2,0,2,1.86
7557,Envoi Ventures,USA,United States - Other,1,1,0,0,0.0
7558,Citi Ventures,USA,SF Bay,13,13,0,29,2.52
7559,SPK Partners,unknown,unknown,1,1,0,0,0.0
756,Bergstein,USA,unknown,2,1,0,0,1.17
7562,Angel List,USA,SF Bay,3,3,0,0,0.09
7563,Countrywide Financial,unknown,unknown,1,1,0,2,0.0
7564,VitaminaK,ESP,Madrid,5,5,0,1,2.03
7567,New Evolution Ventures (NeV),USA,SF Bay,1,1,0,1,0.0
7568,Bluff Point Associates,USA,Westport,7,5,0,0,1.88
7570,Invesco Asset Management,unknown,unknown,3,3,0,0,1.72
7571,Broadhaven Capital Partners,USA,New York,2,2,0,3,1.57
7573,Ubequity Capital,CAN,Toronto,1,1,0,0,0.0
7575,Caixa Risc Capital,unknown,unknown,2,2,0,0,3.32
7576,Project Skyway,USA,Minneapolis,1,1,0,3,0.0
7578,Kaplan Ventures,unknown,unknown,4,4,0,0,2.32
7579,Pacific General Ventures,unknown,unknown,1,1,0,1,0.0
758,Midatel,ESP,Barcelona,1,1,2,3,0.0
7580,Nestadio Capital,FRA,unknown,3,3,0,0,1.82
7581,Kensington Capital,CAN,Toronto Ontario,3,3,0,0,2.11
7582,Index Advisory,IND,Mumbai,1,1,0,0,0.0
759,Northcap,DNK,Copenhagen,13,11,0,10,6.62
7593,Finnvera Venture Capital,FIN,unknown,7,6,1,0,2.4
7596,NYC SeedStart,USA,New York,2,2,0,1,2.25
7597,Boralis BV,NLD,Amsterdam,1,1,0,1,0.0
7598,Altima Partners,GBR,London,1,1,0,1,0.0
76,Winton Partners,AUS,Sydney,1,1,0,0,0.0
7609,Leukemia & Lymphoma Society,USA,New York,1,1,0,0,0.0
761,Aeris Capital,USA,unknown,25,16,0,2,5.75
7612,Kindler Capital,unknown,unknown,2,2,0,0,1.62
7614,Sanan Private Equity,unknown,unknown,1,1,0,0,0.0
7615,BIP Opportunities Fund,USA,Atlanta,3,3,0,2,1.71
7616,BLH Venture Partners,USA,Atlanta,5,3,0,0,2.77
7619,N2V,SAU,Riyadh,1,1,0,21,0.0
762,Connecticut Innovations,USA,Rocky Hill,80,62,0,39,12.85
7620,Klass Capital,CAN,Toronto,6,5,0,1,1.26
7621,Startobaza,RUS,Kazan,5,5,3,1,1.34
7622,GSV Capital,USA,SF Bay,26,22,2,14,2.68
7625,Fenox Venture Capital,USA,SF Bay,14,14,1,23,1.48
763,Info Edge,IND,New Delhi,7,3,0,3,5.92
7632,Van den Ende & Deitmers,NLD,Amsterdam,3,3,3,5,0.92
7633,Terawatt Ventures,USA,Boston,2,1,1,1,1.47
7634,Ontario Venture Capital Fund,CAN,Toronto,3,2,0,0,0.25
7635,Cypress Growth Capital,USA,Dallas,4,4,0,2,2.53
7636,Plan B Ventures,unknown,unknown,4,4,0,0,2.44
7639,SoLoMoCo,FRA,Paris,2,2,2,1,0.01
764,Strategis Early Ventures,USA,Sacramento,2,2,0,0,0.07
765,Sacramento Angels,USA,unknown,3,3,0,0,3.17
7651,Greentech Capital Advisors,USA,New York,1,1,0,0,0.0
7652,Bristol Investment Fund,unknown,unknown,1,1,0,0,0.0
7653,Parthenon Capital Partners,USA,Boston,2,2,0,9,1.59
7654,Sawari Ventures,EGY,Cairo,1,1,2,6,0.0
7658,RBEF,unknown,unknown,1,1,0,0,0.0
7659,VENTIZZ Capital Partners,DEU,Dusseldorf,4,3,0,0,1.25
766,Sierra Angels,USA,Incline Village,9,8,0,2,5.79
7660,Nextec,unknown,unknown,1,1,0,0,0.0
7661,GammaRebels,POL,Warsaw,2,2,2,5,0.0
7663,Pragma Capital,FRA,Paris,1,1,0,0,0.0
7667,Spectrum Assets,unknown,unknown,1,1,0,0,0.0
7668,Harbinger Capital Partners,USA,New York,1,1,0,0,0.0
767,Celtic House Venture Partners,CAN,Toronto,33,21,0,5,8.59
7672,BlueOcean Ventures,CHE,unknown,1,1,0,1,0.0
7673,Point Nine Capital,DEU,Berlin,40,34,3,10,4.75
7676,Partner Capital,GBR,London,1,1,0,0,0.0
7678,East Ventures,JPN,Tokyo,15,11,1,11,3.74
768,EdgeStone Capital Partners,CAN,Toronto,12,8,0,18,6.53
7680,MIG Funds,unknown,unknown,3,3,0,0,0.34
7681,Serra Ventures,USA,Champaign,6,6,0,0,2.34
7682,Summit Capital,USA,Seattle,5,5,0,0,2.9
7683,Polaris Private Equity,DNK,DNK,2,2,1,1,1.17
769,Tech Capital Partners,CAN,Waterloo,14,9,0,11,6.54
7690,Solway Investment Group,CYP,Larnaca,2,1,0,0,0.02
7693,DFJ JAIC,USA,SF Bay,3,3,0,1,1.15
7695,Tembusu Partners,SGP,Singapore,1,1,0,0,0.0
7696,Shamrock Capital Advisors,USA,Los Angeles,4,4,0,11,1.61
7697,Fortify Ventures,USA,Washington DC,14,13,0,5,2.4
7698,BaltCap,EST,Tallinn,3,2,1,1,1.9
7699,RWE Deutschland,DEU,Essen,1,1,0,0,0.0
77,DEFTA Partners,USA,SF Bay,3,1,0,7,2.58
770,TVC Capital,USA,San Diego,5,5,5,4,6.81
7701,Social Venture Fund,USA,Detroit,3,3,1,0,1.77
7702,Promus Equity Partners,USA,Chicago,1,1,0,0,0.0
7703,Great Oaks Venture Capital,USA,New York,51,46,2,11,2.45
7704,Lead Edge Capital,USA,New York,8,7,0,5,1.75
7706,Initial:Capital,BRA,Sao Paulo,6,5,0,4,1.73
7707,Parakletos Ventures,USA,SF Bay,3,1,0,2,9.0
7708,3V SourceOne Ventures,SGP,Singapore,1,1,0,0,0.0
7709,Bokwang Investment,unknown,unknown,1,1,0,0,0.0
771,The Hillman Company,USA,unknown,9,5,0,0,8.05
7710,AT Ventures,unknown,unknown,1,1,0,0,0.0
7711,KGI Partners,USA,Philadelphia,1,1,0,0,0.0
7712,Nexus Investment,CAN,Toronto,1,1,0,0,0.0
7714,Yellowstone Energy Ventures,unknown,unknown,1,1,0,0,0.0
7715,Entree Capital,GBR,United Kingdom - Other,14,12,1,2,1.95
7719,S-Group Capital Management,RUS,Moscow,3,3,1,2,1.54
772,b-to-v Partners AG,CHE,Saint Gallen,14,14,0,18,9.57
