finOrg_id,name,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,milestones,relationships,years_invested
f:10337,Energy Foundry,USA,Chicago,Chicago,,,0,0,0,0,
f:10339,Start Garden,USA,Grand Rapids,Grand Rapids,2013-01-07,2013-10-25,6,6,0,1,0.8
f:1034,Tribeca Venture Partners,USA,New York,New York,2007-12-01,2013-09-25,36,24,3,5,5.82
f:10340,CT Investment Partners,GBR,London,London,2013-01-09,2013-01-09,1,1,0,0,0.0
f:10341,Launchpad LA,USA,Santa Monica,Los Angeles,2011-01-01,2013-11-05,15,15,1,10,2.84
f:10343,The Untitled Venture Company,USA,San Francisco,SF Bay,2012-09-07,2012-09-07,1,1,0,0,0.0
f:10345,"UBS Financial Services, Inc.",unknown,unknown,unknown,,,0,0,0,5,
f:10346,Frost Venture Partners,USA,San Juan Capistrano,Los Angeles,2012-10-01,2013-10-09,4,3,0,3,1.02
f:10347,PaydayPig,GBR,Glasgow,Glasgow,,,0,0,0,0,
f:10348,Bear Creek Capital,USA,Oviedo,Orlando,2013-01-12,2013-09-25,2,1,0,0,0.7
f:10349,Social Sector Ventures,USA,Dallas,Dallas,2013-01-11,2013-01-11,1,1,0,0,0.0
f:1035,i5invest,AUT,Vienna,Vienna,2008-01-01,2013-06-10,12,10,0,14,5.44
f:10351,GI Partners,USA,Menlo Park,SF Bay,2012-11-14,2012-11-14,1,1,0,0,0.0
f:10352,WebPicID,CAN,Sherwood Park,Sherwood Park,,,0,0,0,0,
f:10353,Extend Capital,unknown,unknown,unknown,2012-04-01,2012-04-01,1,1,0,0,0.0
f:10354,Tchoupitoulas Partners,unknown,unknown,unknown,2013-01-15,2013-01-15,1,1,0,0,0.0
f:10355,Berlin Ventures,DEU,Berlin,Berlin,2013-01-15,2013-01-15,1,1,0,0,0.0
f:10356,Paydaygap,unknown,unknown,unknown,,,0,0,0,1,
f:10357,Link business,unknown,unknown,unknown,,,0,0,0,0,
f:10358,Huron Capital,USA,Detroit,Detroit,2013-02-11,2013-02-11,1,1,0,1,0.0
f:1036,Kuv Capital,LBN,Beirut,Beirut,2008-09-02,2008-09-02,1,1,0,2,0.0
f:10360,Denali Venture Partners,USA,Mountain View,SF Bay,,,0,0,0,3,
f:10364,DP Invest,unknown,unknown,unknown,2013-01-17,2013-01-17,1,1,0,0,0.0
f:10365,The Frankel Fund,unknown,unknown,unknown,2013-01-16,2013-01-16,1,1,0,0,0.0
f:10366,The Amherst Fund,USA,Ann Arbor,Detroit,2013-01-16,2013-01-16,1,1,0,0,0.0
f:10367,ORIX Private Equity,unknown,unknown,unknown,2013-01-16,2013-01-16,1,1,0,0,0.0
f:10368,Alpha Investments,IND,Mumbai,Mumbai,2013-01-16,2013-01-16,1,1,0,0,0.0
f:10369,Spell Capital Partners,USA,Minneapolis,Minneapolis,2013-07-18,2013-07-18,1,1,0,3,0.0
f:1037,Quest Venture Partners,USA,Menlo Park,SF Bay,2008-07-01,2013-08-29,37,30,1,3,5.16
f:10370,Vigene Capital,CHN,Shenzhen,Shenzhen,,,0,0,0,0,
f:10371,impact investment fund,unknown,unknown,unknown,2013-01-17,2013-01-17,1,1,0,0,0.0
f:10372,Eastern Sun Capital Partners,unknown,unknown,unknown,2013-01-17,2013-01-17,1,1,0,0,0.0
f:10373,Bronze Investments,USA,San Francisco,SF Bay,2012-06-21,2013-09-24,4,3,0,1,1.26
f:10374,AGF Investments,CAN,Toronto,Toronto,2013-01-17,2013-01-17,1,1,0,0,0.0
f:10375,RSE Ventures,USA,New York,New York,2012-06-05,2013-04-12,4,4,0,0,0.85
f:10376,Casabona Ventures,USA,Kinnelon,Kinnelon,2013-01-08,2013-01-08,1,1,0,0,0.0
f:10377,SBD Global Fund,CYM,Grand Cayman,Grand Cayman,2013-01-17,2013-01-17,1,1,0,0,0.0
f:1038,Startup Factory,ISR,Herzliya,Herzliya,2006-12-14,2010-01-01,4,4,0,3,3.05
f:10380,Modern Holdings,USA,Summit,Summit,,,0,0,0,7,
f:10382,Action Group Holdings,KWT,Safat,Safat,,,0,0,0,1,
f:10384,Asia Wealth Group Hodings,SGP,Singapore,Singapore,,,0,0,0,1,
f:10385,Meyer International Ltd,unknown,unknown,unknown,,,0,0,0,1,
f:10386,Iconiq Capital,USA,San Francisco,SF Bay,2012-08-24,2013-11-11,6,5,0,0,1.22
f:10388,Laurel Crown Partners,unknown,unknown,unknown,2013-01-16,2013-01-16,1,1,0,0,0.0
f:10389,Frühphasenfonds Brandenburg,DEU,Potsdam,Potsdam,2013-01-21,2013-05-01,2,2,0,0,0.27
f:1039,Shepherd Ventures,USA,San Diego,San Diego,2005-01-14,2011-06-10,15,9,0,6,6.4
f:10390,WestTech Ventures,DEU,Berlin,Berlin,2013-01-21,2013-10-24,3,3,1,2,0.76
f:10392,Previz Ventures,unknown,unknown,unknown,2013-01-22,2013-01-22,1,1,0,0,0.0
f:10393,Columbia Technology Ventures,USA,New York,New York,2013-01-22,2013-01-22,1,1,0,1,0.0
f:10394,Aleutian Capital Partners,USA,New York,New York,2013-01-21,2013-01-21,1,1,0,1,0.0
f:10397,WeldNorth,USA,Greenwich,New York,2012-03-26,2012-03-26,1,1,0,1,0.0
f:10398,The Startup Factory,USA,Durham,Raleigh-Durham,2012-03-01,2013-09-16,6,6,0,3,1.54
f:1040,Access Industries,USA,New York,New York,2007-02-05,2013-12-09,10,9,4,1,6.84
f:10400,Providence Economic Development Partnership,USA,Providence,Providence,2012-04-20,2012-04-20,1,1,0,0,0.0
f:10401,Straightline Ventures,unknown,unknown,unknown,2013-01-23,2013-01-23,1,1,0,0,0.0
f:10402,Stonebridge Ventures,KEN,Thika,unknown,2013-01-01,2013-01-01,1,1,0,0,0.0
f:10403,KTB Network,KOR,Gyeonggi-do,Gyeonggi-do,2013-01-01,2013-01-01,1,1,0,2,0.0
f:10405,Vitulum Ventures,NLD,Amsterdam,Amsterdam,2013-01-23,2013-01-23,1,1,0,1,0.0
f:10406,Inland TechStart Fund,USA,Spokane,Spokane,2013-01-23,2013-01-23,1,1,0,0,0.0
f:10407,Spokane Angel Alliance,unknown,unknown,unknown,2013-01-23,2013-01-23,1,1,0,0,0.0
f:10409,"Mayfly Capital, LLC",USA,Boston,Boston,2013-01-22,2013-01-22,1,1,0,0,0.0
f:10410,Random House Ventures,unknown,unknown,unknown,2012-07-01,2013-01-10,2,2,0,1,0.53
f:10411,Kaizen Private Equity,unknown,unknown,unknown,2013-01-24,2013-01-24,1,1,0,0,0.0
f:10414,Indufin,BEL,Heverlee,Heverlee,2013-01-24,2013-01-24,1,1,0,0,0.0
f:10416,Rockpool Investments LLP,GBR,London,London,,,0,0,0,0,
f:10417,NZFH Enterprises,unknown,unknown,unknown,,,0,0,0,1,
f:10418,PTV Television Network,unknown,unknown,unknown,,,0,0,0,1,
f:10419,Stone Point Capital,USA,Greenwich,New York,2013-01-09,2013-01-09,1,1,0,4,0.0
f:1042,Hillcrest Management,USA,Milford,Milford,2008-02-14,2010-12-06,3,1,0,2,2.81
f:10420,Bootstart,unknown,unknown,unknown,,,0,0,0,1,
f:10421,Chrysalis,unknown,unknown,unknown,2013-01-26,2013-01-26,1,1,0,1,0.0
f:10422,indiatourcity,IND,Srinagar,Srinagar,,,0,0,0,1,
f:10423,Reliant Bank,USA,Brentwood,Nashville,,,0,0,0,1,
f:10424,UDD Ventures,CHL,Santiago,Santiago,2013-01-27,2013-01-27,1,1,0,0,0.0
f:10425,Wynnchurch Capital,USA,Rosemont,Chicago,2013-01-07,2013-01-07,1,1,0,0,0.0
f:10426,Larsen MacColl Partners,USA,Radnor,Philadelphia,2012-11-29,2012-11-29,1,1,0,0,0.0
f:10427,Blue Water Angels,USA,Midland,Midland,2011-07-19,2013-07-11,3,3,0,0,1.98
f:10428,Northern Michigan Angels,USA,Traverse City,Traverse City,2013-01-08,2013-07-11,2,2,0,0,0.5
f:10429,TRI Capital,GBR,Edinburgh,Edinburgh,2012-04-13,2013-06-24,3,2,1,0,1.2
f:1043,Curious Office Partners,USA,Seattle,Seattle,2006-01-01,2008-01-01,5,4,0,2,2.0
f:10430,Prairie Capital,USA,Chicago,Chicago,2013-01-07,2013-01-07,1,1,0,1,0.0
f:10432,Napkn Ventures,unknown,unknown,unknown,2012-07-14,2013-11-04,3,2,0,2,1.31
f:10433,Incuba UC,CHL,Santiago,Santiago,2012-01-20,2012-01-20,1,1,0,1,0.0
f:10434,Innpulsa Colombia,COL,unknown,Colombia - Other,2012-12-01,2012-12-01,1,1,0,1,0.0
f:10437,Lightspeed China Partners,CHN,Shanghai,Shanghai,2012-01-01,2013-11-18,2,2,0,0,1.88
f:10438,Nausicaa Ventures,BEL,Mont-Saint-Guibert,Mont Saint Guibert,2013-01-28,2013-01-28,1,1,0,0,0.0
f:10439,BAMS Angels Fund I,unknown,unknown,unknown,2013-01-28,2013-01-28,1,1,0,0,0.0
f:1044,Emerald Technology Ventures,CHE,unknown,Switzerland - Other,2007-04-17,2013-07-11,17,11,0,15,6.23
f:10440,Life Sciences Research Partners,BEL,Leuven,Leuven,2013-01-28,2013-01-28,1,1,0,0,0.0
f:10442,Brentwood Associates,USA,Los Angeles,Los Angeles,2013-01-28,2013-01-28,1,1,1,4,0.0
f:10443,WestVenture,TTO,Port of Spain,Port Of Spain,2013-07-22,2013-07-22,1,1,0,0,0.0
f:10444,no financial orgs,unknown,unknown,unknown,,,0,0,0,1,
f:10446,PhatNguyen Ventures,unknown,unknown,unknown,,,0,0,0,0,
f:10449,Genwealth Venture Partners,CAN,"Toronto, Ontario",Toronto,2013-01-29,2013-01-29,1,1,0,0,0.0
f:1045,NGP,IND,New Delhi,New Delhi,2008-03-26,2008-05-07,2,2,0,2,0.11
f:10453,Creative England,GBR,Birmingham,Birmingham,2013-01-01,2013-04-22,3,3,0,0,0.3
f:10454,Phat Nguyen Ventures.,unknown,unknown,unknown,,,0,0,0,1,
f:10456,Samuel Services,GBR,London,London,,,0,0,0,1,
f:10457,ABNAMRO,unknown,unknown,unknown,2013-01-02,2013-01-02,1,1,0,1,0.0
f:10458,SevenVentures,DEU,Unterföhring,Unterföhring,2013-01-31,2013-01-31,1,1,0,1,0.0
f:10459,Amplify Partners,USA,Cambridge,Boston,2012-11-01,2013-12-09,7,7,1,2,1.1
f:10460,MemorialCare Innovation Fund,USA,Long Beach,Los Angeles,2013-01-31,2013-09-26,2,2,0,0,0.65
f:10463,YoungBrains,DEU,Hamburg,Hamburg,,,0,0,0,5,
f:10464,SAIL Venture Partners,unknown,unknown,unknown,2013-09-19,2013-09-19,1,1,0,1,0.0
f:10467,Gates/FA Distrib. sub. of Arrow,unknown,unknown,unknown,,,0,0,0,1,
f:10468,Mentored CEOs of Start-ups,unknown,unknown,unknown,,,0,0,0,1,
f:10469,Startup Loans UK,GBR,London,London,2012-01-01,2013-01-01,2,2,0,0,1.0
f:1047,Worldview Technology Partners,USA,San Mateo,SF Bay,2003-02-01,2012-05-03,47,22,2,10,9.25
f:10471,Religare Enterprises,IND,New Delhi,New Delhi,,,0,0,1,1,
f:10472,Alstein Pte,unknown,unknown,unknown,,,0,0,0,1,
f:10473,Aladinn Ventures,unknown,unknown,unknown,2013-02-03,2013-02-03,1,1,0,0,0.0
f:10474,"Mindspan, LLC",USA,unknown,California - Other,,,0,0,0,2,
f:10478,Steelhouse Ventures,GBR,SEVENOAK,unknown,2013-02-04,2013-02-04,1,1,0,0,0.0
f:10479,McColl Partners,unknown,unknown,unknown,,,0,0,0,1,
f:1048,Pacific Rim Partners,USA,San Francisco,SF Bay,,,0,0,0,0,
f:10480,Aristos Ventures,USA,Dallas,Dallas,2013-09-27,2013-09-27,1,1,0,1,0.0
f:10481,Minden,unknown,unknown,unknown,,,0,0,0,0,
f:10483,Developaweb,CAN,West Vancouver,West Vancouver,,,0,0,0,1,
f:10484,Intertrust,USA,Sunnyvale,SF Bay,2011-08-01,2011-08-01,1,1,0,7,0.0
f:10485,Financial Organizations,unknown,unknown,unknown,,,0,0,0,1,
f:10486,Financial Organizations1,unknown,unknown,unknown,,,0,0,0,1,
f:10487,Toba Capital,IND,San Francisco,SF Bay,2013-02-04,2013-11-12,11,10,0,2,0.77
f:10489,Dragoneer Investment Group,USA,San Francisco,SF Bay,2011-11-01,2013-12-05,6,5,0,1,2.09
f:10490,Passport Ventures,unknown,unknown,unknown,2013-02-05,2013-02-05,1,1,0,0,0.0
f:10491,Nextcube,unknown,unknown,unknown,2013-02-05,2013-02-05,1,1,0,0,0.0
f:10492,Arctic Fox Venture,unknown,unknown,unknown,2013-02-05,2013-02-05,1,1,0,0,0.0
f:10493,Defense Advanced Research Projects Agency,USA,Arlington,Washington DC,2013-02-05,2013-02-05,1,1,0,1,0.0
f:10494,EFRE/Innovationsfond Rheinland-Pfalz,unknown,unknown,unknown,2012-01-01,2012-01-01,1,1,0,0,0.0
f:10496,VersoVentures,unknown,unknown,unknown,2013-02-05,2013-02-05,1,1,0,0,0.0
f:10498,Falcon Investment Advisors,USA,Boston,Boston,2013-02-06,2013-02-06,1,1,0,0,0.0
f:10499,BCD Holdings,NLD,Zeist,unknown,2013-02-06,2013-02-06,1,1,0,0,0.0
f:105,Balderton Capital,GBR,London,London,2001-11-01,2013-12-05,131,88,0,18,12.09
f:1050,RBC Venture Partners,CAN,Toronto,Toronto,2005-01-01,2013-08-29,30,18,1,14,8.66
f:10500,Bluefield Investments,unknown,unknown,unknown,2013-02-06,2013-02-06,1,1,0,0,0.0
f:10502,Eierfabrik,DEU,Berlin,Berlin,2013-02-07,2013-02-07,1,1,0,0,0.0
f:10503,Monthly Ventures,unknown,unknown,unknown,2013-01-10,2013-01-10,1,1,0,0,0.0
f:10504,Gibraltar Business Capital,USA,Northbrook,Chicago,2012-08-01,2013-05-07,2,1,0,0,0.76
f:10505,Optus Innov8,AUS,Macquarie Park,Macquarie Park,2013-02-07,2013-02-07,1,1,0,0,0.0
f:10506,Guild Capital,USA,Chicago,Chicago,2013-02-07,2013-02-07,1,1,0,0,0.0
f:10507,First Angel Network,CAN,Halifax,Halifax,2013-02-07,2013-02-07,1,1,0,0,0.0
f:10509,Portman Asset Finance Ltd,GBR,Northampton,Northampton,,,0,0,0,0,
f:1051,Fidelity Equity Partners,USA,Boston,Boston,,,0,0,3,18,
f:10510,Unilazer Ventures,IND,Mumbai,Mumbai,2013-02-08,2013-12-10,4,4,0,4,0.84
f:10511,Scrum Ventures,unknown,unknown,unknown,2013-03-01,2013-11-14,11,11,0,2,0.71
f:10512,Vesna Investment,RUS,Moscow,Moscow,2012-11-01,2013-05-24,2,2,3,0,0.56
f:10513,Rogue Venture Partners,unknown,unknown,unknown,2012-11-01,2013-09-19,4,4,0,0,0.88
f:10514,DFW Capital,USA,Teaneck,New York,2013-02-08,2013-02-08,1,1,0,2,0.0
f:10515,Pine Bridge Capital,unknown,unknown,unknown,2013-02-08,2013-02-08,1,1,0,0,0.0
f:10516,Innovation Nest,POL,Kraków,Krakow,2011-03-01,2013-10-16,4,4,0,1,2.63
f:10518,CashCall,USA,Anaheim,Los Angeles,,,0,0,0,1,
f:10519,Quick Loan Funding,unknown,unknown,unknown,,,0,0,0,1,
f:1052,Media Ventures,DEU,Köln,Cologne,2007-05-17,2013-06-21,5,3,0,6,6.1
f:10520,Hatch,USA,Norfolk,Norfolk,,,0,0,0,2,
f:10521,CRB Inverbío,ESP,Madrid,Madrid,2013-02-10,2013-02-10,1,1,0,0,0.0
f:10522,Ixora Ventures,unknown,unknown,unknown,2013-02-10,2013-02-10,1,1,0,2,0.0
f:10523,West Family Holdings,unknown,unknown,unknown,2010-04-20,2010-04-20,1,1,0,0,0.0
f:10525,womens clothing,unknown,unknown,unknown,,,0,0,0,1,
f:10527,Venturepreneurs,ESP,Barcelona,Barcelona,2012-10-18,2013-09-03,2,1,0,0,0.88
f:10528,RisCura,ZAF,Cape Town,Cape Town,,,0,0,0,0,
f:10529,Qbic Fund,unknown,unknown,unknown,2013-02-11,2013-02-11,1,1,0,0,0.0
f:10530,BECO Capital,unknown,unknown,unknown,2013-02-11,2013-02-11,1,1,0,0,0.0
f:10531,Castrol innoVentures,GBR,Swindon,Swindon,2013-02-11,2013-02-11,1,1,0,1,0.0
f:10532,Exium Partners,USA,FAIRPORT,Rochester,2013-02-11,2013-02-11,1,1,0,0,0.0
f:10533,CincinnatiOne,unknown,unknown,unknown,,,0,0,0,1,
f:10534,BackyardVenture,unknown,unknown,unknown,,,0,0,0,1,
f:10535,DW Healthcare Partners,CAN,"Toronto, Ontario",Toronto,,,0,0,0,3,
f:10536,Presta Funding Group,USA,Henderson,Las Vegas,,,0,0,0,1,
f:10537,Venue Seen,USA,Dublin,Columbus,,,0,0,0,1,
f:10538,JobsOhio,USA,Columbus,Columbus,,,0,0,0,2,
f:10541,Augusta & Co,GBR,London,London,,,0,0,0,1,
f:10544,Cobble Hill Partners,USA,New York,New York,,,0,0,0,1,
f:10545,Griffon Ventures,USA,Chicago,Chicago,2013-03-19,2013-03-19,1,1,0,1,0.0
f:10549,EarlyBirdCapital,USA,New York,New York,,,0,0,0,1,
f:10550,Rutledge Vine Capital,SGP,Singapore,Singapore,2013-02-13,2013-12-04,3,2,0,0,0.8
f:10552,KAS II LP,unknown,unknown,unknown,,,0,0,0,0,
f:10555,DominateFund,unknown,unknown,unknown,2013-01-15,2013-01-15,1,1,0,0,0.0
f:10556,Take it Worldwide LLC,unknown,unknown,unknown,,,0,0,0,1,
f:10557,New Line Safety LLC,unknown,unknown,unknown,,,0,0,0,1,
f:10558,Inversiones Montferrat,unknown,unknown,unknown,2012-10-01,2012-10-01,1,1,0,0,0.0
f:10559,Naxuri Capital,USA,Redwood City,SF Bay,2013-06-19,2013-06-19,1,1,0,2,0.0
f:1056,TriplePoint Capital,USA,Menlo Park,SF Bay,2008-02-01,2013-12-05,39,36,0,17,5.84
f:10560,GSM Fund,unknown,unknown,unknown,2013-02-14,2013-02-14,1,1,0,0,0.0
f:10561,Institute for the Commercialization of Public Research,USA,Boca Raton,Palm Beach,2013-02-14,2013-02-28,2,2,0,0,0.04
f:10562,Pinehurst Advisors,unknown,unknown,unknown,2013-02-13,2013-02-13,1,1,0,0,0.0
f:10564,MissionOG,USA,Devon,Devon,2013-03-19,2013-09-11,2,2,0,4,0.48
f:10565,BMO,unknown,unknown,unknown,,,0,0,0,5,
f:10566,Vine St. Ventures,unknown,unknown,unknown,2012-12-13,2013-05-20,7,6,0,4,0.43
f:10568,Cavallino Capital,USA,Sausalito,SF Bay,2012-01-01,2012-09-20,3,3,0,0,0.72
f:1057,BancBoston Ventures,USA,Boston,Boston,2000-02-01,2008-01-15,4,3,0,8,7.95
f:10570,B5,unknown,unknown,unknown,2013-02-17,2013-02-17,1,1,0,0,0.0
f:10571,BioInspire,USA,Peoria,Phoenix,2013-02-17,2013-02-17,1,1,0,0,0.0
f:10572,Meridian Growth Capital,GBR,Rownhams,unknown,2011-12-01,2013-09-16,3,3,0,0,1.79
f:10575,HBS Alumni Angels,USA,Allston,Boston,2013-02-12,2013-02-18,2,2,0,0,0.02
f:10576,Srijan Capital,IND,Bangalore,Bangalore,2013-02-12,2013-02-18,2,2,1,0,0.02
f:10578,"Rockwood Capital, LLC",USA,White Plains,New York,,,0,0,0,8,
f:10579,ASBC LLC,unknown,unknown,unknown,,,0,0,0,1,
f:1058,BlackBerry Partners Fund,CAN,Toronto,Toronto,,,0,0,3,11,
f:10580,Group Arnault,unknown,unknown,unknown,1999-07-07,1999-07-07,1,1,0,0,0.0
f:10581,FedDev IBI,unknown,unknown,unknown,2013-01-15,2013-01-15,1,1,0,0,0.0
f:10582,Medical Research Commercialisation Fund (MRCF),AUS,Melbourne VIC,Melbourne VIC,2013-02-18,2013-02-19,2,2,0,0,0.0
f:10583,Brandon Biosciences Fund 1 (BBF1),AUS,Melbourne,Melbourne,2013-02-19,2013-02-19,1,1,0,0,0.0
f:10584,Graph Investments,unknown,unknown,unknown,,,0,0,0,0,
f:10586,RSL Ventures,unknown,unknown,unknown,2013-02-19,2013-11-14,3,3,0,0,0.73
f:10587,LX Ventures,CAN,"Vancouver, BC",Vancouver,2013-02-19,2013-03-29,2,2,2,3,0.1
f:1059,Motorola Solutions Venture Capital,USA,Schaumburg,Chicago,1992-02-22,2013-10-25,81,58,0,8,21.67
f:10591,Digital First Ventures,USA,New York,New York,2013-02-19,2013-02-19,1,1,0,2,0.0
f:10592,Binary Options Profits,unknown,unknown,unknown,,,0,0,0,0,
f:10593,0,unknown,unknown,unknown,,,0,0,0,0,
f:10594,8capita Partners,SGP,Singapore,Singapore,2013-02-19,2013-10-08,2,2,0,2,0.63
f:10595,Mansa Capital,USA,Boston,Boston,2013-02-21,2013-02-21,1,1,2,1,0.0
f:10597,Northwater Intellectual Property Fund,CAN,Toronto,Toronto,2013-02-20,2013-02-20,1,1,0,0,0.0
f:10598,Compare Money Transfers,GBR,Essex,Essex,,,0,0,0,0,
f:10599,Send Money Home,GBR,Essex,Essex,,,0,0,0,1,
f:1060,JAFCO Asia,SGP,Singapore,Singapore,2003-04-23,2013-12-03,28,25,0,26,10.61
f:10600,Financial Administration Dept. City of Hamburg,unknown,unknown,unknown,,,0,0,0,1,
f:10601,Staffquick,unknown,unknown,unknown,,,0,0,0,1,
f:10603,ERGO Capital Partners,USA,Santa Ana,Los Angeles,,,0,0,0,6,
f:10604,e.Bricks Digital,BRA,São Paulo  SP,São Paulo  SP,2013-02-21,2013-03-01,2,2,0,2,0.02
f:10608,Playfair Capital,GBR,London,London,2013-02-21,2013-11-21,5,5,1,5,0.75
f:1061,Eastven Venture Partners,USA,Darien,New York,2003-04-23,2009-02-16,6,5,0,6,5.82
f:10610,BASRAH INTERNATIONAL AIRPORT,unknown,unknown,unknown,,,0,0,0,1,
f:10611,Malloy and Company,USA,La Jolla,San Diego,,,0,0,0,1,
f:10612,Linseed Capital,USA,unknown,United States - Other,2012-09-05,2013-04-30,3,3,0,0,0.65
f:10613,Nebraska Innovation Fund: Prototype Fund (Grant),unknown,unknown,unknown,2013-01-01,2013-01-01,1,1,0,0,0.0
f:10614,Wermuth Asset Management,DEU,Mainz,Mainz,2013-02-22,2013-02-22,1,1,0,0,0.0
f:10615,Institute of Education Sciences,unknown,unknown,unknown,2013-02-22,2013-02-22,1,1,0,0,0.0
f:10620,Forex-Shop,ROM,Cluj-Napoca,Cluj Napoca,,,0,0,0,0,
f:10621,Chasm Capital,unknown,unknown,unknown,2011-08-24,2011-08-24,1,1,0,0,0.0
f:10622,Northzone Ventures,unknown,unknown,unknown,2011-12-15,2011-12-15,1,1,0,0,0.0
f:10623,http://www.totalrecipes.org,unknown,unknown,unknown,,,0,0,0,1,
f:10624,INVENT Ventures,USA,Santa Monica,Los Angeles,2013-02-23,2013-02-23,1,1,0,2,0.0
f:10625,Heliant Ventures,HKG,Hong Kong,Hong Kong,2012-06-01,2013-02-23,4,3,1,1,0.73
f:10627,Episode 1,GBR,London,London,,,0,0,1,3,
f:10628,SABIC Ventures,NLD,PD Sittard,PD Sittard,2013-02-25,2013-02-25,1,1,0,2,0.0
f:10629,Rising Tide Fund,USA,Redwood Shores,SF Bay,,,0,0,0,8,
f:1063,Infocomm Investments,SGP,Singapore,Singapore,2005-03-14,2013-04-22,7,6,0,3,8.11
f:10630,San Diego Venture Group,USA,San Diego,San Diego,,,0,0,0,3,
f:10632,MW Ventures,unknown,unknown,unknown,2012-02-26,2012-02-26,1,1,0,1,0.0
f:10633,Microwave Ventures,ESP,Bilbao,Bilbao,2013-01-07,2013-01-07,1,1,0,0,0.0
f:10634,Life.SREDA,RUS,Moscow,Moscow,2012-09-01,2013-08-14,3,3,3,4,0.95
f:10635,Angel HQ,unknown,unknown,unknown,,,0,0,0,2,
f:10636,Grow Wellington,NZL,Wellington,Wellington,,,0,0,0,2,
f:10637,Rho Ventures,USA,New York,New York,2006-04-13,2013-11-19,15,14,0,17,7.6
f:10638,Morado Ventures,unknown,unknown,unknown,2012-04-01,2013-11-20,4,4,0,0,1.64
f:10639,C5 Capital,GBR,London,London,,,0,0,0,3,
f:10640,CAS Group Ventures,unknown,unknown,unknown,2012-07-15,2012-07-15,1,1,0,0,0.0
f:10642,Gera Venture,BRA,Rio De Janeiro,Rio de Janeiro,,,0,0,0,2,
f:10643,AMOREPACIFIC Ventures,KOR,Seoul,Seoul,2012-12-19,2013-07-09,3,3,0,0,0.55
f:10644,ICG Ventures,USA,La Vergne,Nashville,2012-07-01,2013-07-31,3,3,0,0,1.08
f:10646,Independence Equity,USA,Northbrook,Chicago,2013-02-26,2013-02-26,1,1,0,0,0.0
f:10647,HealthCare Royalty Partners,USA,Stamford,New York,2013-02-26,2013-02-26,1,1,0,3,0.0
f:10648,SunBridge Global Ventures,JPN,Tokyo,Tokyo,2011-12-01,2013-10-18,6,6,2,2,1.88
f:10649,Accelerate Ventures,USA,Springville,Salt Lake City,2013-02-26,2013-02-26,1,1,0,0,0.0
f:1065,Attractor Investment Management,USA,Seattle,Seattle,2007-07-03,2008-09-04,2,2,0,0,1.17
f:10653,Tennessee Community Ventures,USA,Nashville,Nashville,2013-01-12,2013-02-27,2,2,0,0,0.13
f:10654,Two Sigma Ventures,unknown,unknown,unknown,2012-12-01,2013-11-20,5,5,0,1,0.97
f:10655,Vandaele Capital,unknown,unknown,unknown,2013-02-27,2013-02-27,1,1,0,0,0.0
f:10657,Rockstart,NLD,Amsterdam,Amsterdam,2013-03-01,2013-03-01,1,1,0,0,0.0
f:10658,Blue Capital Management LLC,BMU,Pembroke,Pembroke,2000-03-28,2000-03-28,1,1,0,0,0.0
f:1066,Duquesne,unknown,unknown,unknown,2005-02-16,2007-07-12,4,4,0,0,2.4
f:10660,Forrest Binkley & Brown,USA,Irvine,Los Angeles,2000-03-28,2000-03-28,1,1,0,0,0.0
f:10661,Edgewater Private Equity Fund,USA,Chicago,Chicago,2000-03-28,2000-03-28,1,1,0,0,0.0
f:10662,Laconia Ventures,USA,New York,New York,2012-06-01,2013-07-23,2,2,2,0,1.14
f:10663,Crown Venture Fund,unknown,unknown,unknown,2013-02-28,2013-02-28,1,1,0,0,0.0
f:10664,eCoast Angel Network,unknown,unknown,unknown,2013-02-28,2013-06-06,2,2,0,0,0.27
f:10666,CHV Capital,USA,Indianapolis,Indianapolis,2012-01-27,2013-10-03,3,3,0,2,1.68
f:10668,Twilio Fund Europe 2013,unknown,unknown,unknown,2013-10-10,2013-10-10,1,1,2,1,0.0
f:10669,Nielsen Innovate,ISR,Caesarea,Caesarea,2013-12-10,2013-12-10,1,1,5,3,0.0
f:1067,Franklin Templeton Investments,USA,San Mateo,SF Bay,2007-07-03,2007-07-03,1,1,0,9,0.0
f:10670,https://twitter.com/aliciakeys,USA,Harlem,unknown,,,0,0,0,1,
f:10674,Dartmouth Street Ventures,unknown,unknown,unknown,2013-03-04,2013-03-04,1,1,0,0,0.0
f:10677,Vendermause skin care,unknown,unknown,unknown,,,0,0,0,1,
f:10678,Second Alpha Partners,unknown,unknown,unknown,,,0,0,0,2,
f:10679,Altegris,USA,La Jolla,San Diego,,,0,0,0,0,
f:1068,StarVest Partners,USA,New York,New York,2002-03-11,2013-10-28,34,24,3,12,11.63
f:10680,RocMyTee,unknown,unknown,unknown,,,0,0,0,0,
f:10681,Essex Soccer,unknown,unknown,unknown,,,0,0,0,0,
f:10682,MFLATECH,unknown,unknown,unknown,,,0,0,0,0,
f:10683,Iona Capital Advisors,unknown,unknown,unknown,,,0,0,0,1,
f:10684,Innobridge,unknown,unknown,unknown,2013-03-05,2013-03-05,1,1,0,0,0.0
f:10685,Airtek Capital Group,BEL,Brussels,Brussels,2011-03-01,2013-11-12,4,2,0,1,2.7
